t,window_start,window_end,day_index,context_label,y_large_outbreak_prob,y_next_large_outbreak_prob,delta_y_large_outbreak_prob,mean_attack_rate,mean_peak_prevalence,d_l2_norm,g_l2_norm,nodes,edges,total_duration_seconds,mean_edge_duration_seconds
23,1245664579.0,1245693599.0,54,morning_class,0.225,0.39166668,0.16666669,0.2635281385281385,0.1833333333333333,65.612498809297,98.30056,154,1064,147620.0,138.7406015037594
24,1245837239.0,1245864659.0,56,morning_class,0.39166668,0.083333336,-0.30833334,0.1065217391304347,0.0702173913043478,56.50663677834667,94.59915,115,289,78680.0,272.24913494809687
25,1246011099.0,1246031899.0,59,morning_class,0.083333336,0.008333334,-0.075,0.1747849462365591,0.1083333333333333,98.00510190801292,129.40247,155,451,116640.0,258.6252771618625
26,1246184079.0,1246204999.0,61,morning_class,0.008333334,0.19166666,0.18333332,0.0720472440944881,0.0535433070866141,63.93746945258312,103.36827,127,343,78360.0,228.4548104956268
27,1246442279.0,1246469879.0,63,morning_class,0.19166666,0.30833334,0.116666675,0.0414583333333333,0.0380208333333333,42.03569911396741,54.945427,80,144,32620.0,226.52777777777777
28,1246615359.0,1246643959.0,65,morning_class,0.30833334,0.21666667,-0.09166667,0.0834967320261437,0.0644607843137254,54.89080068645383,71.90967,102,253,65540.0,259.0513833992095
29,1246789159.0,1246815839.0,68,morning_class,0.21666667,0.69166666,0.475,0.1318666666666667,0.1028,88.96628574915331,130.59096,125,573,80740.0,140.90750436300175
30,1246960639.0,1246989759.0,69,morning_class,0.69166666,0.45833334,-0.23333332,0.0951070336391437,0.0703363914373088,58.71115737234278,141.56624,109,287,101760.0,354.5644599303136
31,1247133459.0,1247154879.0,71,morning_class,0.45833334,0.041666668,-0.4166667,0.4661971830985916,0.2727112676056338,83.7137981458254,100.62306,142,696,166880.0,239.77011494252875
32,1247307039.0,1247327899.0,74,morning_class,0.041666668,0.0,-0.041666668,0.2516129032258064,0.1509139784946236,95.0,63.03967,155,563,111500.0,198.04618117229128
33,1247563239.0,1247594479.0,76,morning_class,0.0,0.008333334,0.008333334,0.0430293501048218,0.0335953878406708,90.598013223249,76.55717,159,436,108340.0,248.4862385321101
34,1247738459.0,1247766999.0,78,morning_class,0.008333334,0.083333336,0.075,0.0524104683195592,0.0444214876033057,61.93545026880809,69.44782,121,333,54940.0,164.98498498498498
35,1247912579.0,1247939619.0,81,morning_class,0.083333336,0.28333333,0.19999999,0.0439814814814814,0.0382407407407407,47.22287581247038,50.32892,90,168,65380.0,389.1666666666667
36,1248083999.0,1248117519.0,82,morning_class,0.28333333,0.43333334,0.15,0.0660618279569892,0.0542338709677419,60.60528029800704,63.28507,124,405,104960.0,259.1604938271605
37,1248257659.0,1248278799.0,85,morning_class,0.43333334,0.34166667,-0.09166667,0.1244548286604361,0.0797507788161993,71.442284397967,83.96428,107,268,80540.0,300.5223880597015
38,1248429979.0,1248451999.0,87,morning_class,0.34166667,0.18333334,-0.15833333,0.1794685990338164,0.1132246376811594,85.19976525789258,76.0789,138,433,96420.0,222.67898383371823
39,1248688639.0,1248717019.0,89,morning_class,0.18333334,0.016666668,-0.16666667,0.1681060606060606,0.1281060606060605,50.65570056765576,115.87493,110,467,128480.0,275.117773019272
40,1248861639.0,1248890439.0,91,morning_class,0.016666668,0.15833333,0.14166667,0.1019444444444444,0.0712037037037037,59.51470406546604,112.062485,90,224,72540.0,323.8392857142857
41,1249034659.0,1249062019.0,94,morning_class,0.15833333,0.51666665,0.35833332,0.0688375350140056,0.0576330532212885,56.20498198558558,89.911064,119,411,63020.0,153.33333333333334
42,1249208319.0,1249235939.0,96,morning_class,0.51666665,0.65,0.13333333,0.0959615384615384,0.0682051282051282,65.1536645170477,40.18706,130,415,95260.0,229.5421686746988
43,1249380319.0,1249401479.0,98,morning_class,0.65,0.025,-0.625,0.2305739514348785,0.1363134657836644,99.20181449953424,103.85567,151,496,89440.0,180.32258064516128
44,1249552979.0,1249574339.0,99,morning_class,0.025,0.23333333,0.20833333,0.4162698412698413,0.2454365079365079,101.73986436004326,120.70625,168,677,121100.0,178.87740029542098
45,1249811739.0,1249840239.0,102,morning_class,0.23333333,0.29166666,0.058333322,0.0484259259259259,0.0394444444444444,51.01960407529639,142.67796,90,167,66100.0,395.80838323353294
46,1249984659.0,1250013319.0,104,morning_class,0.29166666,0.0,-0.29166666,0.1159333333333333,0.0821333333333333,62.94441992742486,118.92014,125,449,100940.0,224.81069042316253
47,1250157579.0,1250185779.0,106,morning_class,0.0,0.09166667,0.09166667,0.122508591065292,0.0963917525773195,43.520110293977886,94.74703,97,346,88900.0,256.9364161849711
48,1250330379.0,1250359559.0,108,morning_class,0.09166667,0.475,0.38333333,0.0403669724770642,0.0334097859327217,63.08724118235002,101.06928,109,192,62880.0,327.5
49,1250503759.0,1250525739.0,111,morning_class,0.475,0.18333334,-0.29166666,0.0619791666666666,0.0477083333333333,39.48417404479927,98.57992,80,163,36640.0,224.78527607361963
50,1250676899.0,1250697539.0,113,morning_class,0.18333334,0.625,0.44166666,0.1734234234234234,0.1162912912912913,57.81868210189506,66.85058,111,399,75920.0,190.27568922305764
51,1250935079.0,1250963919.0,115,morning_class,0.625,0.058333334,-0.56666666,0.0849148418491484,0.0606447688564476,81.0740402348372,98.574844,137,441,82580.0,187.2562358276644
52,1251107839.0,1251134059.0,117,morning_class,0.058333334,0.13333334,0.075,0.3569209039548023,0.1981167608286252,111.73182178770736,156.7833,177,823,139600.0,169.62332928311056
53,1251280299.0,1251309479.0,119,morning_class,0.13333334,0.575,0.44166666,0.0651449275362318,0.0488405797101449,61.44102863722254,185.12428,115,324,80680.0,249.0123456790124
54,1251453239.0,1251482339.0,121,morning_class,0.575,0.34166667,-0.23333332,0.0669117647058823,0.0511029411764705,76.25614729318549,103.03397,136,330,100700.0,305.1515151515151
55,1251626639.0,1251647739.0,124,morning_class,0.34166667,0.51666665,0.17499998,0.387007874015748,0.2190288713910761,65.5133574166368,87.08617,127,526,117440.0,223.2699619771863
56,1251799539.0,1251820539.0,126,morning_class,0.51666665,0.475,-0.041666657,0.1648809523809523,0.103042328042328,82.12186067059123,102.59142,126,399,83140.0,208.3709273182957
57,1252058719.0,1252086999.0,129,morning_class,0.475,0.425,-0.049999982,0.2958689458689458,0.1772079772079772,130.78226179417453,171.54008,234,1202,197220.0,164.0765391014975
58,1252231139.0,1252259319.0,130,morning_class,0.425,0.4,-0.025000006,0.204102564102564,0.1279059829059829,102.469507659596,121.922104,195,828,153980.0,185.96618357487924
59,1252404039.0,1252432439.0,132,morning_class,0.4,0.51666665,0.116666645,0.1888888888888888,0.1227339181286549,65.18435395092905,103.5326,114,373,94960.0,254.5844504021448
60,1252576419.0,1252605299.0,134,morning_class,0.51666665,0.5416667,0.025000036,0.1825354609929078,0.1205673758865248,95.44631999192006,116.54184,188,857,159260.0,185.8343057176196
61,1252750499.0,1252771059.0,137,morning_class,0.5416667,0.575,0.0333333,0.3221370143149284,0.1960633946830265,103.22305943925514,98.610344,163,674,133140.0,197.53709198813056
62,1252922599.0,1252943279.0,138,morning_class,0.575,0.6166667,0.041666687,0.322008547008547,0.195352564102564,105.35653752852738,140.83679,156,584,94460.0,161.74657534246575
63,1253181559.0,1253210439.0,141,morning_class,0.6166667,0.35,-0.26666668,0.3697132616487454,0.2173835125448028,183.3684814792335,185.88976,279,1639,246600.0,150.45759609517998
64,1253354539.0,1253382959.0,143,morning_class,0.35,0.35,0.0,0.435081300813008,0.2415853658536585,298.8076304246597,353.72305,410,2765,345960.0,125.12115732368898
